,End Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths
3477,03/27/2021,By Total,Indiana,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,132.0
3480,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory failure,J96,0-24,7.0
3481,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory failure,J96,25-34,10.0
3482,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory failure,J96,35-44,48.0
3483,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory failure,J96,45-54,137.0
3484,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory failure,J96,55-64,541.0
3485,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory failure,J96,65-74,1148.0
3486,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory failure,J96,75-84,1614.0
3487,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory failure,J96,85+,1436.0
3490,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0
3491,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory arrest,R09.2,25-34,3.0
3492,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory arrest,R09.2,35-44,0.0
3493,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory arrest,R09.2,45-54,10.0
3494,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory arrest,R09.2,55-64,26.0
3495,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory arrest,R09.2,65-74,56.0
3496,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory arrest,R09.2,75-84,62.0
3497,03/27/2021,By Total,Indiana,Respiratory diseases,Respiratory arrest,R09.2,85+,75.0
3500,03/27/2021,By Total,Indiana,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0
3501,03/27/2021,By Total,Indiana,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,7.0
3502,03/27/2021,By Total,Indiana,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,4.0
3503,03/27/2021,By Total,Indiana,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,17.0
3504,03/27/2021,By Total,Indiana,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,83.0
3505,03/27/2021,By Total,Indiana,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,154.0
3506,03/27/2021,By Total,Indiana,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,202.0
3507,03/27/2021,By Total,Indiana,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,159.0
3510,03/27/2021,By Total,Indiana,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0
3511,03/27/2021,By Total,Indiana,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,4.0
3512,03/27/2021,By Total,Indiana,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,10.0
3513,03/27/2021,By Total,Indiana,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,45.0
3514,03/27/2021,By Total,Indiana,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,194.0
3515,03/27/2021,By Total,Indiana,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,380.0
3516,03/27/2021,By Total,Indiana,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,617.0
3517,03/27/2021,By Total,Indiana,Circulatory diseases,Hypertensive diseases,I10-I15,85+,973.0
3520,03/27/2021,By Total,Indiana,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0
3521,03/27/2021,By Total,Indiana,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,4.0
3522,03/27/2021,By Total,Indiana,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,6.0
3523,03/27/2021,By Total,Indiana,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,24.0
3524,03/27/2021,By Total,Indiana,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,92.0
3525,03/27/2021,By Total,Indiana,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,327.0
3526,03/27/2021,By Total,Indiana,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,532.0
3527,03/27/2021,By Total,Indiana,Circulatory diseases,Ischemic heart disease,I20-I25,85+,521.0
3530,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrest,I46,0-24,5.0
3531,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrest,I46,25-34,1.0
3532,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrest,I46,35-44,16.0
3533,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrest,I46,45-54,50.0
3534,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrest,I46,55-64,113.0
3535,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrest,I46,65-74,194.0
3536,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrest,I46,75-84,201.0
3537,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrest,I46,85+,172.0
3540,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,2.0
3541,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0.0
3542,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,6.0
3543,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,14.0
3544,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,79.0
3545,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,216.0
3546,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,402.0
3547,03/27/2021,By Total,Indiana,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,493.0
3550,03/27/2021,By Total,Indiana,Circulatory diseases,Heart failure,I50,0-24,0.0
3551,03/27/2021,By Total,Indiana,Circulatory diseases,Heart failure,I50,25-34,0.0
3552,03/27/2021,By Total,Indiana,Circulatory diseases,Heart failure,I50,35-44,2.0
3553,03/27/2021,By Total,Indiana,Circulatory diseases,Heart failure,I50,45-54,12.0
3554,03/27/2021,By Total,Indiana,Circulatory diseases,Heart failure,I50,55-64,75.0
3555,03/27/2021,By Total,Indiana,Circulatory diseases,Heart failure,I50,65-74,193.0
3556,03/27/2021,By Total,Indiana,Circulatory diseases,Heart failure,I50,75-84,362.0
3557,03/27/2021,By Total,Indiana,Circulatory diseases,Heart failure,I50,85+,479.0
3560,03/27/2021,By Total,Indiana,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0
3561,03/27/2021,By Total,Indiana,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,5.0
3562,03/27/2021,By Total,Indiana,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,3.0
3563,03/27/2021,By Total,Indiana,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,20.0
3564,03/27/2021,By Total,Indiana,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,63.0
3565,03/27/2021,By Total,Indiana,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,141.0
3566,03/27/2021,By Total,Indiana,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,212.0
3567,03/27/2021,By Total,Indiana,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,268.0
3570,03/27/2021,By Total,Indiana,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,4.0
3571,03/27/2021,By Total,Indiana,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,5.0
3572,03/27/2021,By Total,Indiana,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,11.0
3573,03/27/2021,By Total,Indiana,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,37.0
3574,03/27/2021,By Total,Indiana,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,103.0
3575,03/27/2021,By Total,Indiana,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,190.0
3576,03/27/2021,By Total,Indiana,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,260.0
3577,03/27/2021,By Total,Indiana,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,297.0
3580,03/27/2021,By Total,Indiana,Sepsis,Sepsis,A40-A41,0-24,4.0
3581,03/27/2021,By Total,Indiana,Sepsis,Sepsis,A40-A41,25-34,2.0
3582,03/27/2021,By Total,Indiana,Sepsis,Sepsis,A40-A41,35-44,13.0
3583,03/27/2021,By Total,Indiana,Sepsis,Sepsis,A40-A41,45-54,45.0
3584,03/27/2021,By Total,Indiana,Sepsis,Sepsis,A40-A41,55-64,162.0
3585,03/27/2021,By Total,Indiana,Sepsis,Sepsis,A40-A41,65-74,336.0
3586,03/27/2021,By Total,Indiana,Sepsis,Sepsis,A40-A41,75-84,372.0
3587,03/27/2021,By Total,Indiana,Sepsis,Sepsis,A40-A41,85+,215.0
3590,03/27/2021,By Total,Indiana,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,8.0
3591,03/27/2021,By Total,Indiana,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0.0
3592,03/27/2021,By Total,Indiana,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,4.0
3593,03/27/2021,By Total,Indiana,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,19.0
3594,03/27/2021,By Total,Indiana,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,81.0
3595,03/27/2021,By Total,Indiana,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,176.0
3596,03/27/2021,By Total,Indiana,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,176.0
3597,03/27/2021,By Total,Indiana,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,137.0
3600,03/27/2021,By Total,Indiana,Diabetes,Diabetes,E10-E14,0-24,1.0
3601,03/27/2021,By Total,Indiana,Diabetes,Diabetes,E10-E14,25-34,2.0
3602,03/27/2021,By Total,Indiana,Diabetes,Diabetes,E10-E14,35-44,23.0
3603,03/27/2021,By Total,Indiana,Diabetes,Diabetes,E10-E14,45-54,64.0
3604,03/27/2021,By Total,Indiana,Diabetes,Diabetes,E10-E14,55-64,232.0
3605,03/27/2021,By Total,Indiana,Diabetes,Diabetes,E10-E14,65-74,484.0
3606,03/27/2021,By Total,Indiana,Diabetes,Diabetes,E10-E14,75-84,576.0
3607,03/27/2021,By Total,Indiana,Diabetes,Diabetes,E10-E14,85+,442.0
3610,03/27/2021,By Total,Indiana,Obesity,Obesity,E65-E68,0-24,5.0
3611,03/27/2021,By Total,Indiana,Obesity,Obesity,E65-E68,25-34,10.0
3612,03/27/2021,By Total,Indiana,Obesity,Obesity,E65-E68,35-44,23.0
3613,03/27/2021,By Total,Indiana,Obesity,Obesity,E65-E68,45-54,34.0
3614,03/27/2021,By Total,Indiana,Obesity,Obesity,E65-E68,55-64,97.0
3615,03/27/2021,By Total,Indiana,Obesity,Obesity,E65-E68,65-74,99.0
3616,03/27/2021,By Total,Indiana,Obesity,Obesity,E65-E68,75-84,70.0
3617,03/27/2021,By Total,Indiana,Obesity,Obesity,E65-E68,85+,20.0
3620,03/27/2021,By Total,Indiana,Alzheimer disease,Alzheimer disease,G30,0-24,0.0
3621,03/27/2021,By Total,Indiana,Alzheimer disease,Alzheimer disease,G30,25-34,0.0
3622,03/27/2021,By Total,Indiana,Alzheimer disease,Alzheimer disease,G30,35-44,8.0
3623,03/27/2021,By Total,Indiana,Alzheimer disease,Alzheimer disease,G30,45-54,0.0
3624,03/27/2021,By Total,Indiana,Alzheimer disease,Alzheimer disease,G30,55-64,3.0
3625,03/27/2021,By Total,Indiana,Alzheimer disease,Alzheimer disease,G30,65-74,39.0
3626,03/27/2021,By Total,Indiana,Alzheimer disease,Alzheimer disease,G30,75-84,191.0
3627,03/27/2021,By Total,Indiana,Alzheimer disease,Alzheimer disease,G30,85+,438.0
3630,03/27/2021,By Total,Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0
3631,03/27/2021,By Total,Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0
3632,03/27/2021,By Total,Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0
3633,03/27/2021,By Total,Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,3.0
3634,03/27/2021,By Total,Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,22.0
3635,03/27/2021,By Total,Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,160.0
3636,03/27/2021,By Total,Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,519.0
3637,03/27/2021,By Total,Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,1076.0
3640,03/27/2021,By Total,Indiana,Renal failure,Renal failure,N17-N19,0-24,0.0
3641,03/27/2021,By Total,Indiana,Renal failure,Renal failure,N17-N19,25-34,8.0
3642,03/27/2021,By Total,Indiana,Renal failure,Renal failure,N17-N19,35-44,19.0
3643,03/27/2021,By Total,Indiana,Renal failure,Renal failure,N17-N19,45-54,49.0
3644,03/27/2021,By Total,Indiana,Renal failure,Renal failure,N17-N19,55-64,150.0
3645,03/27/2021,By Total,Indiana,Renal failure,Renal failure,N17-N19,65-74,328.0
3646,03/27/2021,By Total,Indiana,Renal failure,Renal failure,N17-N19,75-84,445.0
3647,03/27/2021,By Total,Indiana,Renal failure,Renal failure,N17-N19,85+,365.0
3650,03/27/2021,By Total,Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0
3651,03/27/2021,By Total,Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,8.0
3652,03/27/2021,By Total,Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,8.0
3653,03/27/2021,By Total,Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,14.0
3654,03/27/2021,By Total,Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,38.0
3655,03/27/2021,By Total,Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,59.0
3656,03/27/2021,By Total,Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,76.0
3657,03/27/2021,By Total,Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,96.0
3660,03/27/2021,By Total,Indiana,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,5.0
3661,03/27/2021,By Total,Indiana,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,17.0
3662,03/27/2021,By Total,Indiana,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,62.0
3663,03/27/2021,By Total,Indiana,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,172.0
3664,03/27/2021,By Total,Indiana,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,594.0
3665,03/27/2021,By Total,Indiana,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,1228.0
3666,03/27/2021,By Total,Indiana,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,1719.0
3667,03/27/2021,By Total,Indiana,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,1876.0
3670,03/27/2021,By Total,Indiana,COVID-19,COVID-19,U071,0-24,14.0
3671,03/27/2021,By Total,Indiana,COVID-19,COVID-19,U071,25-34,33.0
3672,03/27/2021,By Total,Indiana,COVID-19,COVID-19,U071,35-44,115.0
3673,03/27/2021,By Total,Indiana,COVID-19,COVID-19,U071,45-54,332.0
3674,03/27/2021,By Total,Indiana,COVID-19,COVID-19,U071,55-64,1134.0
3675,03/27/2021,By Total,Indiana,COVID-19,COVID-19,U071,65-74,2378.0
3676,03/27/2021,By Total,Indiana,COVID-19,COVID-19,U071,75-84,3552.0
3677,03/27/2021,By Total,Indiana,COVID-19,COVID-19,U071,85+,4323.0
3680,03/27/2021,By Total,Iowa,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,1.0
3681,03/27/2021,By Total,Iowa,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,10.0
3682,03/27/2021,By Total,Iowa,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,12.0
3683,03/27/2021,By Total,Iowa,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,67.0
3684,03/27/2021,By Total,Iowa,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,173.0
3685,03/27/2021,By Total,Iowa,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,377.0
3686,03/27/2021,By Total,Iowa,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,494.0
3687,03/27/2021,By Total,Iowa,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,679.0
3690,03/27/2021,By Total,Iowa,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0
3691,03/27/2021,By Total,Iowa,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,3.0
3692,03/27/2021,By Total,Iowa,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,7.0
3693,03/27/2021,By Total,Iowa,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,8.0
